run_id,train_file,corruption_scheme,n_samples,n_features,d0,k0,k0_ratio,time_limit,mip_gap_target,status_name,solved_to_optimality,objective_value,best_bound,mip_gap,runtime_sec,node_count,selected_features,detected_outliers,estimated_z,selected_coefficients,train_lad_authentic,train_mae_all,train_mse_all,true_features,true_outliers,error_message
11,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,5,15,0.15,300.0,0.0001,OPTIMAL,True,0.5614503158228388,0.5614503158228388,0.0,1.9325919151306152,8365.0,"[0,1,2,3,4]","[12,23,24,25,34,36,42,46,52,60,65,78,79,82,99]",0.39498461511215993,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",56.145031582284766,1.4119426549704723,7.9359194146679695,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
12,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,5,20,0.20,300.0,0.0001,OPTIMAL,True,0.4841941348105152,0.4841941348105152,0.0,3.8629910945892334,8573.0,"[0,1,2,3,4]","[12,20,21,23,24,25,27,34,36,42,46,52,60,65,72,78,79,82,92,99]",0.39498461511217337,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",48.41941348105172,1.4119426549704734,7.935919414667987,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
13,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,7,10,0.10,300.0,0.0001,OPTIMAL,True,0.6474573342482444,0.6474573342482444,0.0,0.2625889778137207,1.0,"[0,1,2,3,4,23,24]","[24,25,34,36,42,46,60,65,82,99]",0.39498461511217425,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""23"":0.0,""24"":0.0}",64.74573342482482,1.4119426549704734,7.93591941466799,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
14,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,7,15,0.15,300.0,0.0001,OPTIMAL,True,0.5614503158228459,0.5614503158228459,0.0,1.8130168914794922,2767.0,"[0,1,2,3,4,27,44]","[12,23,24,25,34,36,42,46,52,60,65,78,79,82,99]",0.3949846151121772,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""27"":0.0,""44"":0.0}",56.14503158228482,1.411942654970474,7.935919414667994,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
15,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,7,20,0.20,300.0,0.0001,OPTIMAL,True,0.48419411734168705,0.48419411734168705,0.0,12.980726957321167,15250.0,"[0,1,2,3,4,16,45]","[12,20,21,23,24,25,27,34,36,42,46,52,60,65,72,78,79,82,92,99]",0.3949846151121743,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""16"":0.0,""45"":0.0}",48.41941348105172,1.4119426549704734,7.93591941466799,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
16,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,9,10,0.10,300.0,0.0001,OPTIMAL,True,0.6474573342482373,0.6474573342482373,0.0,0.14663100242614746,1.0,"[0,1,2,3,4,26,31,39,45]","[24,25,34,36,42,46,60,65,82,99]",0.3949846151121715,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""26"":0.0,""31"":0.0,""39"":0.0,""45"":0.0}",64.74573342482482,1.4119426549704734,7.935919414667986,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
17,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,9,15,0.15,300.0,0.0001,OPTIMAL,True,0.5614503158228459,0.5614503158228459,0.0,5.78054404258728,5616.0,"[0,1,2,3,4,23,26,35,45]","[12,23,24,25,34,36,42,46,52,60,65,78,79,82,99]",0.39498461511217636,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""23"":0.0,""26"":0.0,""35"":0.0,""45"":0.0}",56.145031582284815,1.4119426549704734,7.935919414667992,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
18,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_2.dat,vertical_outliers,100,49,9,20,0.20,300.0,0.0001,INFEASIBLE,False,,,,0.8233320713043213,1.0,,,,,,,,"[0,1,2,3,4]","[24,25,34,46,60,65,99]",
19,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,5,10,0.10,300.0,0.0001,OPTIMAL,True,0.6966556897932996,0.6966556897932996,0.0,1.0560460090637207,157.0,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",1.0429865011765282,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",69.66556897933042,1.6679185022653318,10.411496302705189,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
20,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,5,15,0.15,300.0,0.0001,OPTIMAL,True,0.5819057762450264,0.5819057762450264,0.0,1.4195489883422852,615.0,"[0,1,2,3,4]","[2,6,18,21,24,42,44,47,65,69,73,82,83,95,97]",1.0429865011765296,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",58.1905776245027,1.6679185022653311,10.41149630270519,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
21,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,5,20,0.20,300.0,0.0001,OPTIMAL,True,0.5012882705166888,0.5012882705166888,0.0,1.6566600799560547,1586.0,"[0,1,2,3,4]","[1,2,3,4,6,18,21,24,42,44,47,65,69,73,75,80,82,83,95,97]",1.0429865011765298,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",50.12882705166834,1.6679185022653311,10.41149630270519,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
22,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,7,10,0.10,300.0,0.0001,OPTIMAL,True,0.6966556897932996,0.6966556897932996,0.0,0.9737319946289062,483.0,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",1.0429865011765305,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",69.6655689793304,1.6679185022653318,10.411496302705194,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
23,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,7,15,0.15,300.0,0.0001,OPTIMAL,True,0.5819057673712713,0.5819057673712713,0.0,3.277414083480835,5752.0,"[0,1,2,3,4,9,31]","[2,6,18,21,24,42,44,47,65,69,73,82,83,95,97]",1.0429865011765314,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""9"":0.0,""31"":0.0}",58.190577624502694,1.6679185022653318,10.411496302705196,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
24,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,7,20,0.20,300.0,0.0001,OPTIMAL,True,0.501288270516671,0.501288270516671,0.0,7.180196046829224,11539.0,"[0,1,2,3,4,26,44]","[1,2,3,4,6,18,21,24,42,44,47,65,69,73,75,80,82,83,95,97]",1.04298650117649,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""26"":0.0,""44"":0.0}",50.12882705166866,1.66791850226533,10.41149630270511,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
25,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,9,10,0.10,300.0,0.0001,OPTIMAL,True,0.6966556897932783,0.6966556897932783,0.0,1.6794798374176025,2718.0,"[0,1,2,3,4,11,26,44,45]","[18,24,42,44,47,69,82,83,95,97]",1.0429865011765036,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""11"":0.0,""26"":0.0,""44"":0.0,""45"":0.0}",69.66556897933056,1.667918502265331,10.411496302705139,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
26,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,9,15,0.15,300.0,0.0001,OPTIMAL,True,0.5819057762450264,0.5819057762450264,0.0,5.604945182800293,6656.0,"[0,1,2,3,4,6,26]","[2,6,18,21,24,42,44,47,65,69,73,82,83,95,97]",1.0429865011765322,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""6"":0.0,""26"":0.0}",58.190577624502694,1.6679185022653318,10.411496302705196,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
27,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,9,20,0.20,300.0,0.0001,OPTIMAL,True,0.5012882705166888,0.5012882705166888,0.0,13.726737976074219,60582.0,"[0,1,2,3,4,20,38,41,47]","[1,2,3,4,6,18,21,24,42,44,47,65,69,73,75,80,82,83,95,97]",1.04298650117653,"{""0"":1.0000000000000002,""1"":1.0,""2"":1.0,""3"":0.9999999999999992,""4"":1.0000000000000004,""20"":0.0,""38"":0.0,""41"":0.0,""47"":0.0}",50.12882705166834,1.6679185022653318,10.41149630270519,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
28,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,5,15,0.10,300.0,0.0001,OPTIMAL,True,0.7505876755356873,0.7505876755356766,0.0,0.17719292640686035,1.0,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,87,107]",-2.4684896506086798,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",112.58815133035273,1.7686025193896846,11.760090339633377,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
29,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,5,23,0.15,300.0,0.0001,OPTIMAL,True,0.5902176028172263,0.5902176028172263,0.0,0.18095707893371582,1.0,"[0,1,2,3,4]","[3,8,10,12,15,18,19,33,39,44,45,49,50,65,69,70,72,74,77,85,87,107,131]",-2.4684896506086798,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",88.53264042258341,1.7686025193896846,11.760090339633377,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
30,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,5,30,0.20,300.0,0.0001,OPTIMAL,True,0.507047552104936,0.507047552104936,0.0,0.1569509506225586,1.0,"[0,1,2,3,4]","[3,8,10,12,15,18,19,21,23,33,39,44,45,49,50,59,62,65,69,70,72,74,77,83,85,87,106,107,130,131]",-2.4684896506086784,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",76.0571328157402,1.7686025193896846,11.760090339633377,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
31,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,7,15,0.10,300.0,0.0001,OPTIMAL,True,0.7505876755356908,0.7505876755356908,0.0,0.19008708000183105,1.0,"[0,1,2,3,4,5,8]","[8,10,12,19,33,39,45,50,65,69,72,74,77,87,107]",-2.46848965060868,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""5"":0.0,""8"":0.0}",112.58815133035273,1.7686025193896846,11.760090339633377,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
32,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,7,23,0.15,300.0,0.0001,OPTIMAL,True,0.5902176028172192,0.5902176028172192,0.0,0.15634799003601074,1.0,"[0,1,2,3,4,14,37]","[3,8,10,12,15,18,19,33,39,44,45,49,50,65,69,70,72,74,77,85,87,107,131]",-2.4684896506086687,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""14"":0.0,""37"":0.0}",88.53264042258327,1.7686025193896848,11.7600903396334,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
33,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,7,30,0.20,300.0,0.0001,OPTIMAL,True,0.507047552104936,0.5070475521049289,0.0,0.15250205993652344,1.0,"[0,1,2,3,4,13,31]","[3,8,10,12,15,18,19,21,23,33,39,44,45,49,50,59,62,65,69,70,72,74,77,83,85,87,106,107,130,131]",-2.46848965060868,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""13"":0.0,""31"":0.0}",76.05713281574023,1.7686025193896846,11.760090339633377,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
34,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,9,15,0.10,300.0,0.0001,OPTIMAL,True,0.7505876755356908,0.7505876755356695,0.0,0.15130615234375,1.0,"[0,1,2,3,4,20,34,37,48]","[8,10,12,19,33,39,45,50,65,69,72,74,77,87,107]",-2.4684896506086824,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""20"":0.0,""34"":0.0,""37"":0.0,""48"":0.0}",112.58815133035274,1.7686025193896846,11.76009033963337,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
35,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,9,23,0.15,300.0,0.0001,OPTIMAL,True,0.5902176028172228,0.5902176028172121,0.0,0.1835770606994629,1.0,"[0,1,2,3,4,12,20,29,38]","[3,8,10,12,15,18,19,33,39,44,45,49,50,65,69,70,72,74,77,85,87,107,131]",-2.468489650608681,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""12"":0.0,""20"":0.0,""29"":0.0,""38"":0.0}",88.53264042258346,1.7686025193896846,11.760090339633374,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
36,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,9,30,0.20,300.0,0.0001,OPTIMAL,True,0.507047552104936,0.5070475521049289,0.0,0.15535712242126465,1.0,"[0,1,2,3,4,18,30,36,40]","[3,8,10,12,15,18,19,21,23,33,39,44,45,49,50,59,62,65,69,70,72,74,77,83,85,87,106,107,130,131]",-2.46848965060868,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""18"":0.0,""30"":0.0,""36"":0.0,""40"":0.0}",76.05713281574023,1.7686025193896846,11.760090339633377,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
37,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,5,15,0.10,300.0,0.0001,OPTIMAL,True,0.7199966174137735,0.7199966174137735,0.0,0.1559748649597168,1.0,"[0,1,2,3,4]","[8,18,20,24,27,28,59,62,79,97,98,99,108,124,139]",-1.0337608005884593,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",107.99949261206717,1.5418354268981744,8.541973967218562,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
38,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,5,23,0.15,300.0,0.0001,OPTIMAL,True,0.6121551088596426,0.6121551088596426,0.0,0.13181400299072266,1.0,"[0,1,2,3,4]","[8,18,20,24,27,28,36,37,54,59,62,64,78,79,80,87,97,98,99,108,124,126,139]",-1.03376080058846,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",91.8232663289477,1.5418354268981744,8.541973967218562,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
39,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,5,30,0.20,300.0,0.0001,OPTIMAL,True,0.5309236431089701,0.5309236431089701,0.0,0.13774514198303223,1.0,"[0,1,2,3,4]","[4,8,18,20,22,24,26,27,28,36,37,54,59,62,64,72,78,79,80,87,96,97,98,99,108,111,124,126,135,139]",-1.0337608005884646,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0}",79.6385464663468,1.5418354268981747,8.541973967218555,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
40,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,7,15,0.10,300.0,0.0001,OPTIMAL,True,0.7199966174137771,0.7199966174137771,0.0,0.15936803817749023,1.0,"[0,1,2,3,4,29,48]","[8,18,20,24,27,28,59,62,79,97,98,99,108,124,139]",-1.0337608005884622,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""29"":0.0,""48"":0.0}",107.99949261206721,1.5418354268981744,8.541973967218555,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
41,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,7,23,0.15,300.0,0.0001,OPTIMAL,True,0.6121551088596426,0.6121551088596426,0.0,0.18296408653259277,1.0,"[0,1,2,3,4,9,25]","[8,18,20,24,27,28,36,37,54,59,62,64,78,79,80,87,97,98,99,108,124,126,139]",-1.0337608005884573,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""9"":0.0,""25"":0.0}",91.82326632894767,1.5418354268981747,8.541973967218564,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
42,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,7,30,0.20,300.0,0.0001,OPTIMAL,True,0.5309236431089737,0.5309236431089737,0.0,0.21229100227355957,1.0,"[0,1,2,3,4,9,31]","[4,8,18,20,22,24,26,27,28,36,37,54,59,62,64,72,78,79,80,87,96,97,98,99,108,111,124,126,135,139]",-1.033760800588459,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""9"":0.0,""31"":0.0}",79.63854646634671,1.5418354268981744,8.541973967218562,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
43,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,9,15,0.10,300.0,0.0001,OPTIMAL,True,0.7199966174137771,0.7199966174137771,0.0,0.17955899238586426,1.0,"[0,1,2,3,4,9,25,30,47]","[8,18,20,24,27,28,59,62,79,97,98,99,108,124,139]",-1.033760800588458,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""9"":0.0,""25"":0.0,""30"":0.0,""47"":0.0}",107.99949261206714,1.5418354268981742,8.541973967218564,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
44,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,9,23,0.15,300.0,0.0001,OPTIMAL,True,0.6121551088596426,0.6121551088596426,0.0,0.17930388450622559,1.0,"[0,1,2,3,4,8,10,17,18]","[8,18,20,24,27,28,36,37,54,59,62,64,78,79,80,87,97,98,99,108,124,126,139]",-1.03376080058846,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""8"":0.0,""10"":0.0,""17"":0.0,""18"":0.0}",91.8232663289477,1.5418354268981744,8.541973967218562,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
45,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_2.dat,vertical_outliers,150,49,9,30,0.20,300.0,0.0001,OPTIMAL,True,0.5309236431089737,0.5309236431089737,0.0,0.17959189414978027,1.0,"[0,1,2,3,4,10,13,14,23]","[4,8,18,20,22,24,26,27,28,36,37,54,59,62,64,72,78,79,80,87,96,97,98,99,108,111,124,126,135,139]",-1.0337608005884589,"{""0"":1.0,""1"":1.0,""2"":1.0,""3"":1.0,""4"":1.0,""10"":0.0,""13"":0.0,""14"":0.0,""23"":0.0}",79.6385464663467,1.5418354268981742,8.541973967218562,"[0,1,2,3,4]","[8,18,20,24,27,28,62,79,98,108,124,139]",
