run_id,formulation,train_file,corruption_scheme,n_samples,n_features,d0,k0,k0_ratio,time_limit,mip_gap_target,status_name,solved_to_optimality,objective_value,best_bound,mip_gap,runtime_sec,node_count,selected_features,detected_outliers,estimated_z,selected_coefficients,train_lad_authentic,train_mae_all,train_mse_all,true_features,true_outliers,error_message
21,L,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,5,20,0.20,300.0,0.0001,OPTIMAL,True,0.4491710487670979,0.4491710487670979,0.0,2.708604097366333,3173.0,"[0,1,2,3,4]","[1,2,4,6,18,21,24,42,44,46,47,65,69,73,75,80,82,83,95,97]",1.064932046499387,"{""0"":1.1939788532558662,""1"":0.7205154008347597,""2"":1.24082828873565,""3"":1.0733943718425878,""4"":0.8701923475286175}",44.659920492802854,1.6287603536063606,10.62385419870277,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
22,L,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,7,10,0.10,300.0,0.0001,OPTIMAL,True,0.589140905786474,0.589140905786474,0.0,6.760457992553711,2747.0,"[0,1,2,3,4,35,38]","[18,24,42,44,47,69,82,83,95,97]",1.1343046452858252,"{""0"":1.0913807693487463,""1"":0.8035724286006983,""2"":1.2326047964641869,""3"":1.0631365369729828,""4"":0.8942792070410941,""35"":0.2723546061864344,""38"":-0.21084087905706467}",58.91409057864744,1.562700733577421,10.332531083939443,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
23,L,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,7,15,0.15,300.0,0.0001,OPTIMAL,True,0.4769283300445331,0.4769283300445331,0.0,7.378697872161865,6022.0,"[0,1,2,3,4,35,38]","[2,18,21,24,42,44,47,65,69,73,75,82,83,95,97]",1.1317305134196973,"{""0"":1.0759552177071479,""1"":0.806094797269637,""2"":1.2291260720529757,""3"":1.0531333176949669,""4"":0.8949799133543178,""35"":0.27560519681669465,""38"":-0.2145023396990961}",47.65235892321004,1.5621217820869941,10.318803653083586,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
24,L,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,7,20,0.20,300.0,0.0001,OPTIMAL,True,0.39557217759179086,0.39557217759179086,0.0,19.13778305053711,41275.0,"[0,1,2,3,4,35,38]","[2,4,18,21,24,42,44,46,47,51,65,69,73,75,80,82,83,85,95,97]",1.1238536430142232,"{""0"":1.161526646503708,""1"":0.7910630489566941,""2"":1.2173450493577074,""3"":1.1436508561569072,""4"":0.9393886415137797,""35"":0.2725483426342505,""38"":-0.2249851472586753}",38.80782881050389,1.5678820773844746,10.40220540523549,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
25,L,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,9,10,0.10,300.0,0.0001,OPTIMAL,True,0.5512991840588011,0.5512991840588011,0.0,9.556507110595703,5810.0,"[0,1,2,3,4,12,33,35,38]","[18,24,42,44,47,69,82,83,95,97]",1.0629916831772175,"{""0"":1.182746253848324,""1"":0.748857973608432,""2"":1.3010060913716983,""3"":1.0869580173750613,""4"":0.9498877356280083,""12"":-0.2078673820993073,""33"":0.22384326257005124,""35"":0.3029775480535632,""38"":-0.26377708713637094}",55.12991840588024,1.498190844127515,9.821801694665123,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
26,L,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,9,15,0.15,300.0,0.0001,OPTIMAL,True,0.43772429816340147,0.43772429816340147,0.0,13.896830797195435,21222.0,"[0,1,2,3,4,33,35,38,43]","[2,4,18,24,42,44,46,47,65,69,73,82,83,95,97]",1.0377461636043,"{""0"":1.1729496368800216,""1"":0.7439978474275794,""2"":1.2038031543998482,""3"":1.1787966096283677,""4"":0.9462968200421666,""33"":0.2168344957947017,""35"":0.18029809747878414,""38"":-0.26827320671333615,""43"":-0.21467258091787747}",43.145041459793596,1.5203622775208105,10.133569427731938,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
27,L,data/raw/synthetic/vertical_outliers/test150322_100_50_01_2_0_5_-10_3.dat,vertical_outliers,100,49,9,20,0.20,300.0,0.0001,OPTIMAL,True,0.3589825394469568,0.3589825394469568,0.0,106.49517607688904,226178.0,"[0,1,2,3,4,33,35,38,43]","[2,3,4,18,21,24,42,44,46,47,65,69,73,75,80,82,83,85,95,97]",0.9863633671133313,"{""0"":1.18077686597903,""1"":0.738051063345137,""2"":1.149864451356833,""3"":1.1151525035238483,""4"":0.9752461607758195,""33"":0.2367191233989049,""35"":0.192569336836473,""38"":-0.3033005310433852,""43"":-0.21163045179565193}",35.64063630569507,1.5150220684657818,10.024589880575439,"[0,1,2,3,4]","[18,24,42,44,47,69,82,83,95,97]",
28,L,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,5,15,0.10,300.0,0.0001,OPTIMAL,True,0.7405533987863138,0.7405533987863138,0.0,1.7301559448242188,310.0,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,87,107]",-2.3423868684081266,"{""0"":1.0651168100603674,""1"":0.969001937318042,""2"":1.0444974205145985,""3"":1.015540308288329,""4"":1.014348992687382}",111.08300981794707,1.7705685971611722,12.038296616856005,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
29,L,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,5,23,0.15,300.0,0.0001,OPTIMAL,True,0.5740605201284901,0.5740605201284901,0.0,2.6435630321502686,1376.0,"[0,1,2,3,4]","[8,10,12,15,18,19,21,33,39,44,45,49,50,65,69,70,72,74,77,85,87,107,131]",-2.3383881379613323,"{""0"":1.0697512026334606,""1"":0.9725196027903653,""2"":1.0450236755095264,""3"":1.0142914612154583,""4"":1.01664811558102}",86.09873334438942,1.7714149660957637,12.054661158457657,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
30,L,data/raw/synthetic/vertical_outliers/test150322_150_50_01_2_0_5_-10_1.dat,vertical_outliers,150,49,5,30,0.20,300.0,0.0001,OPTIMAL,True,0.49510064296482814,0.49510064296482814,0.0,9.831813097000122,12615.0,"[0,1,2,3,4]","[3,8,10,12,15,18,19,21,33,39,44,45,49,50,55,59,62,65,69,70,72,74,77,83,85,87,106,107,130,131]",-2.3690895801847924,"{""0"":1.019969780527097,""1"":0.9302742818057708,""2"":1.0324017033282058,""3"":1.021329575360619,""4"":1.0086707448372152}",74.25723708327254,1.7672894868927294,11.944840857161362,"[0,1,2,3,4]","[8,10,12,19,33,39,45,50,65,69,72,74,77,85,87,107]",
